-21.191906865811134,-25.435980760014427,-31.459185849715443,-28.598900691464216
-21.460635490967906,-26.21584838091337,-30.645112636132087,-28.60811658862004
-22.837164689868974,-25.88791798909703,-30.546954172666307,-28.416742425670556
-20.849104274137574,-25.07271125257296,-31.118779304654822,-28.892336064027457
-21.417508624084423,-24.37799995370826,-29.157334904555274,-28.12216005272353
-21.450818729025194,-25.08366585896427,-30.391133016387887,-28.88771710638994
-21.004895320152713,-25.884041301588503,-32.18090038251301,-30.061152931450604
-19.40147976108557,-23.659203805332776,-28.76139691750374,-27.89943031105334
-23.429202125427715,-25.971331697258957,-33.15557752803251,-30.848008738263005
-19.819813072793142,-23.766578220293788,-28.816246888410305,-27.4086792776626
-20.494616809092285,-25.75717685876428,-31.008568725967233,-28.953290388611947
-20.554452990543965,-25.328969227258973,-30.7257963747764,-28.18862925539128
-17.924997371005507,-23.39662116439265,-28.6605884789369,-28.184617824910323
-21.46143640941366,-26.23559281194294,-29.277770092098546,-29.33404016433636
-21.559336968296943,-24.205455041747737,-30.128007236608212,-28.33856865713087
-20.648812896985802,-24.19829983991074,-29.12870833338478,-28.50179390852017
-20.278179924230194,-25.27524955162799,-30.13972157256442,-29.27709943932038
-21.65527319042974,-26.755423380430734,-31.826783048396067,-30.07344984272616
-20.64335641527334,-26.462741562687327,-29.941016746849147,-27.647678353631576
-19.087970569792972,-24.34964562882145,-29.756478788356162,-27.530512717672778
-23.177742415742742,-25.111860456160592,-31.90936934342059,-30.055832494410964
-21.330607880145283,-25.641982281205845,-29.970619611991875,-28.84815459934913
-19.06109982112794,-22.2195909344855,-28.17297952035,-28.459431346744953
-18.24128420356921,-22.61033723467695,-28.091885708233647,-27.61461906842255
-20.06553728388423,-23.95682346054297,-29.943829781270846,-28.082327845607175
-21.628512069129947,-25.78277077987907,-31.083803527818425,-29.10319386097173
-21.771650296626127,-27.451539959255282,-31.301852060041206,-28.625745176153448
-20.66105603578914,-25.708720143397777,-31.090591217413852,-28.754970276365526
-21.39581944994852,-26.625130800737246,-32.18082759651155,-30.389890749843342
-20.160848956547426,-24.369375628978965,-30.659329578948757,-28.140419637678626
-22.267956391862956,-17.640052437986675,-24.43414653457998,-25.615148077021065
-24.195099281058763,-21.261220207372983,-26.683572508422497,-26.77243257750893
-23.00208893124175,-18.92903058985612,-26.407029481695293,-25.308614348036286
-23.92715373144729,-18.587996838054103,-26.327265917849388,-26.99276944275979
-23.34783686898317,-17.489363315271643,-25.283390192782555,-26.485387310625235
-23.81364283326473,-19.233889777083625,-27.15961017354369,-27.293870372987318
-24.29238814635233,-18.762993773961057,-27.187711850605062,-27.237931529820724
-25.926765024411306,-20.71701906060859,-26.675448525394163,-28.212214635108882
-25.391914252358124,-19.74003251501563,-25.858225752285282,-27.872869652202834
-25.072195677926583,-19.966788053917018,-29.996775023787812,-27.915406813256674
-24.076419342638765,-20.9310783589042,-27.97572103703077,-25.96052672344357
-24.219752382429917,-21.136785122808927,-30.230189479267494,-29.25355589040759
-23.079296695112404,-18.561887348989377,-27.639945290190827,-27.146862946896615
-22.376272877400385,-18.778937720846113,-25.653684917396234,-26.409695065788085
-24.433818725505805,-19.810634318717863,-26.408344625036644,-27.694709789587662
-23.887704410131928,-18.843772052518737,-29.81472076620382,-27.110591336847893
-24.797034813384514,-20.458865940338423,-29.667944120706768,-27.708827426273793
